Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.498888	0.355177	0.165628	0.072953
1	1	0.896411	0.169316
0.197926	0.0705516	0.347228	0.0809503
0.942809	1	0.336311	0.0849437
0.366603	0.109253	0.176411	0.0746473
0.406707	0.121187	0.404553	0.0588062
0.24011	0.122916	0.49949	0.0634518
0.941912	0.199693	0.37252	0.119813
0.235679	0.195141	0.0608886	0.029023
0.212661	0.092467	0.324645	0.133002
0.635609	0.243825	0.255942	0.0490684
0.581038	0.0811313	0.389623	0.09035
0.235679	0.112706	0.533345	0.0652275
0.323422	0.156633	0.076324	0.0458377
0.397024	0.10902	0.416005	0.0619312
0.981504	0.149119	0.420295	0.175276
0.328419	0.0948189	0.282067	0.0791679
0.396938	0.0793193	0.372362	0.146987
0.727057	0.138443	0.339679	0.0840984
0.517963	0.12485	0.39588	0.0866801
0.269528	0.0539119	0.394969	0.463252
1	1	0.940561	0.201282
0.509496	0.240794	0.340985	0.0504032
0.675881	0.145803	0.332752	0.140722
0.51256	0.0771092	0.290095	0.12385
0.473389	0.161747	0.39422	0.0549649
0.384046	0.0601011	0.368797	0.690985
0.337915	0.436081	0.0594545	0.0289472
0.264252	0.0413722	0.274029	0.700591
0.421903	0.188334	0.580531	0.116576
0.866025	0.866025	0.84661	0.134722
0.515079	0.558651	0.164465	0.111471
0.456044	0.15353	0.291597	0.0982253
0.703818	0.101991	0.264669	0.0919144
0.477471	0.0854031	0.330548	0.107621
1	1	0.689972	0.172601
0.678522	0.401217	0.262557	0.0706115
0.384615	0.463999	0.0596913	0.0291479
0.763007	0.172147	0.288185	0.0554688
0.395902	0.0541956	0.320631	0.583942
0.793201	0.362931	0.371045	0.0524617
0.579949	0.112211	0.438794	0.379234
0.44588	0.168641	0.230609	0.0488555
0.940308	0.284906	0.342405	0.0693571
0.867291	0.172068	0.377513	0.0702618
0.689663	0.174263	0.421259	0.0745045
0.218802	0.110146	0.5126	0.072368
0.160225	0.0753965	0.122922	0.0904345
1	1	0.553434	0.284372
0.441554	0.076202	0.399631	0.307161
0.685377	0.220356	0.230386	0.0420238
0.942809	0.877383	0.195403	0.10511
0.86634	0.219668	0.351859	0.0501152
0.418439	0.114296	0.256074	0.18852
0.266812	0.141454	0.471486	0.0616092
0.661438	0.540595	0.430466	0.057856
0.787411	0.154108	0.425341	0.0575213
0.866025	0.784596	0.466808	0.132346
0.802205	0.16274	0.295069	0.0723177
0.659545	0.0875816	0.442874	0.381992
0.763647	0.281564	0.286016	0.0758434
0.981504	0.149119	0.420295	0.175276
0.335331	0.0837591	0.242463	0.666321
0.911877	0.148608	0.338325	0.0915821
0.963299	0.31847	0.336	0.0542865
0.406707	0.117024	0.514745	0.0557354
0.643422	0.243554	0.330427	0.0652792
0.542586	0.218492	0.31338	0.0478159
0.541123	0.231675	0.176249	0.0456587
0.266812	0.141454	0.27487	0.0616092
0.87835	0.591361	0.31947	0.0571294
0.376689	0.10441	0.284047	0.145393
0.941912	0.199693	0.37252	0.119813
0.391918	0.2695	0.296809	0.0658355
0.78383	0.240659	0.27884	0.0529945
0.172164	0.0531606	0.205079	0.0791165
0.941912	0.199693	0.37252	0.119813
0.579337	0.0624819	0.364377	0.362812
0.333197	0.35843	0.220039	0.0669886
0.940149	0.187096	0.278944	0.0581698
0.260486	0.0681789	0.267323	0.627242
0.394768	0.048727	0.375971	0.408472
0.160729	0.0474801	0.31311	0.0946762
0.563782	0.196268	0.440739	0.0627192
0.406707	0.178029	0.222859	0.0539132
0.349642	0.116573	0.174587	0.0885331
0.532939	0.40323	0.379195	0.0659695
